file	outcome	nodes	problems	tables	lists	links	text	roundtrip
readability/invalid-attributes/expected.html	ok	13	2	0/0	0/0	0	56/35899082e51e	TRUE
readability/invalid-attributes/source.html	ok	26	1	0/0	0/0	0	68/eba3395b3379	TRUE
readability/js-link-replacement/expected.html	ok	15	1	0/0	0/0	0	11/0c70a8969558	TRUE
readability/js-link-replacement/source.html	ok	22	0	0/0	0/0	1	37/e10717eec234	TRUE
readability/keep-images/expected.html	ok	457	1	0/0	0/0	11	19121/e78a95a17c9e	TRUE
readability/keep-images/source.html	ok	1023	0	0/0	1/3	25	20051/99e032e14fca	TRUE
readability/keep-tabular-data/expected.html	ok	1108	1	1/216	2/6	13	14187/d65b220fb4c9	TRUE
readability/keep-tabular-data/source.html	ok	1399	1	1/216	5/24	43	14621/aad262756deb	TRUE
readability/la-nacion/expected.html	ok	63	1	0/0	0/0	0	7443/cd3d7ce0ade2	TRUE
readability/la-nacion/source.html	ok	991	50	0/0	4/8	130	10158/05a2af27024c	TRUE
readability/lazy-image-1/expected.html	ok	469	1	0/0	5/15	9	9135/29f3bc0eee6a	TRUE
readability/lazy-image-1/source.html	ok	1990	0	0/0	7/20	69	10627/88b9498df57b	TRUE
readability/lazy-image-2/expected.html	ok	1624	1	0/0	4/4	57	49606/c7060ae91bb5	TRUE
readability/lazy-image-2/source.html	ok	5685	0	0/0	5/15	133	53316/549fe45a9184	TRUE
readability/lazy-image-3/expected.html	ok	19	1	0/0	0/0	0	23/eb054987462b	TRUE
readability/lazy-image-3/source.html	ok	26	0	0/0	0/0	0	75/1835c7563a3c	TRUE
readability/lemonde-1/expected.html	ok	167	1	0/0	0/0	5	10002/e74dc41709ed	TRUE
readability/lemonde-1/source.html	ok	1699	0	0/0	12/59	96	13842/d8ab43cc7442	TRUE
readability/liberation-1/expected.html	ok	56	1	0/0	0/0	3	1771/42391777b65b	TRUE
readability/liberation-1/source.html	ok	2862	0	0/0	25/156	191	11110/a0bef37d7125	TRUE
readability/lifehacker-post-comment-load/expected.html	ok	349	1	0/0	4/16	30	14857/f32827bdb9d5	TRUE
readability/lifehacker-post-comment-load/source.html	ok	3397	0	0/0	33/327	526	26789/aa5b5fcad2b3	TRUE
readability/lifehacker-working/expected.html	ok	349	1	0/0	4/16	30	14857/f32827bdb9d5	TRUE
readability/lifehacker-working/source.html	ok	1513	0	0/0	15/93	174	19087/49b77bb8bdc0	TRUE
readability/links-in-tables/expected.html	ok	407	1	1/28	0/0	15	5741/50292feddf9c	TRUE
readability/links-in-tables/source.html	ok	3404	0	5/36	121/137	297	8884/3ccf0b60628f	TRUE
readability/lwn-1/expected.html	ok	1679	5	8/64	1/5	64	24764/59a99c7c9d97	TRUE
readability/lwn-1/source.html	ok	2007	1	11/2	1/5	95	25581/7eb874766168	doctype
readability/mathjax/expected.html	ok	1586	1	0/0	0/0	0	1158/ebc4a9219f1b	TRUE
readability/mathjax/source.html	ok	4487	0	0/0	0/0	0	1251/383888a2c75f	TRUE
readability/medicalnewstoday/expected.html	ok	134	1	0/0	0/0	3	5686/bff802c09fe1	TRUE
readability/medicalnewstoday/source.html	ok	2020	7	0/0	20/100	138	13521/7c2af75a3dcd	TRUE
readability/medium-1/expected.html	ok	438	1	0/0	6/24	11	15034/9f4a26490fbb	TRUE
readability/medium-1/source.html	ok	995	0	0/0	7/27	19	15787/fd1f53f2c31e	TRUE
readability/medium-2/expected.html	ok	105	1	0/0	0/0	3	4461/ede980e8d641	TRUE
readability/medium-2/source.html	ok	353	21	0/0	1/3	13	5417/b103fe384eff	TRUE
readability/medium-3/expected.html	ok	904	1	0/0	1/5	26	25993/e34855f5fc67	TRUE
readability/medium-3/source.html	ok	2507	0	0/0	1/5	84	27422/cbbb7588c833	TRUE
readability/mercurial/expected.html	ok	1261	1	0/0	6/18	49	23073/8b834bcf2b2d	TRUE
readability/mercurial/source.html	ok	1653	0	0/0	6/18	62	26164/fccab3ee8245	TRUE
readability/metadata-content-missing/expected.html	ok	18	1	0/0	0/0	0	913/88c1cf74a251	TRUE
readability/metadata-content-missing/source.html	ok	35	0	0/0	0/0	0	927/4f76c07cd685	TRUE
readability/missing-paragraphs/expected.html	ok	21	1	0/0	0/0	0	2697/ea30391f864d	TRUE
readability/missing-paragraphs/source.html	ok	35	0	0/0	0/0	0	2889/ea52481615c3	TRUE
readability/mozilla-1/expected.html	ok	174	1	0/0	2/6	11	1076/425b86d51a94	TRUE
readability/mozilla-1/source.html	ok	2645	0	0/0	29/98	118	7256/7e6fce4dd983	TRUE
readability/mozilla-2/expected.html	ok	181	1	0/0	2/8	17	1665/5b6d1575be7a	TRUE
readability/mozilla-2/source.html	ok	665	0	0/0	7/24	34	2613/fd3325305b12	TRUE
readability/msn/expected.html	ok	50	1	0/0	0/0	0	1549/3b8c3ea51d27	TRUE
readability/msn/source.html	ok	3609	0	0/0	18/67	166	10247/3c92d1efeba1	TRUE
readability/normalize-spaces/expected.html	ok	21	1	0/0	0/0	0	832/6e94a5d373f7	TRUE
readability/normalize-spaces/source.html	ok	28	0	0/0	0/0	0	853/7044ea0f467e	TRUE
readability/nytimes-1/expected.html	ok	130	1	0/0	0/0	8	5085/e7fe475e5374	TRUE
readability/nytimes-1/source.html	ok	5565	2	0/0	61/412	442	14834/341ef4a5fc64	TRUE
readability/nytimes-2/expected.html	ok	155	1	0/0	0/0	14	6921/83ce1c3e1517	TRUE
readability/nytimes-2/source.html	ok	5740	0	0/0	62/419	454	17264/c0316becc055	TRUE
readability/nytimes-3/expected.html	ok	444	1	0/0	1/2	11	9745/e5b953834c78	TRUE
readability/nytimes-3/source.html	ok	2269	0	0/0	19/149	170	11907/617e58ac9522	TRUE
readability/nytimes-4/expected.html	ok	280	1	0/0	1/2	6	9993/a64065a205f1	TRUE
readability/nytimes-4/source.html	ok	3482	0	0/0	19/149	166	14343/04f7b174fe13	TRUE
readability/nytimes-5/expected.html	ok	756	1	0/0	8/26	38	2657/7208161c1d65	TRUE
readability/nytimes-5/source.html	ok	2655	0	0/0	14/83	141	11494/4df75dbb1179	TRUE
readability/ol/expected.html	ok	15	1	0/0	1/1	0	100/f01183dcba14	TRUE
readability/ol/source.html	ok	12	1	0/0	1/1	0	100/f01183dcba14	TRUE
readability/parsely-metadata/expected.html	ok	18	1	0/0	0/0	0	913/88c1cf74a251	TRUE
readability/parsely-metadata/source.html	ok	30	0	0/0	0/0	0	913/88c1cf74a251	TRUE
readability/pixnet/expected.html	ok	788	1	0/0	0/0	48	2509/64a8d7d6b3c8	TRUE
readability/pixnet/source.html	ok	7221	1	0/0	88/476	535	15543/590d602c953c	doctype
readability/qq/expected.html	ok	107	1	0/0	0/0	3	756/3fef17cfdafe	TRUE
readability/qq/source.html	ok	1665	1	1/1	10/65	127	1856/775853ce94a6	doctype
readability/quanta-1/expected.html	ok	223	1	0/0	0/0	16	18425/2232f165c673	TRUE
readability/quanta-1/source.html	ok	1861	0	0/0	5/18	96	20470/abc0f39a48a9	TRUE
readability/remove-aria-hidden/expected.html	ok	15	1	0/0	0/0	0	232/0e05fd14ca9d	TRUE
readability/remove-aria-hidden/source.html	ok	30	0	0/0	0/0	0	280/f4b2c318dd2d	TRUE
readability/remove-extra-brs/expected.html	ok	27	1	0/0	0/0	0	820/75be59e8c33d	TRUE
readability/remove-extra-brs/source.html	ok	48	0	0/0	0/0	0	856/d6547ebb6587	TRUE
readability/remove-extra-paragraphs/expected.html	ok	27	1	0/0	0/0	0	820/75be59e8c33d	TRUE
readability/remove-extra-paragraphs/source.html	ok	57	0	0/0	0/0	0	853/f08b3ffeb5c5	TRUE
readability/remove-script-tags/expected.html	ok	27	1	0/0	0/0	0	820/75be59e8c33d	TRUE
readability/remove-script-tags/source.html	ok	58	0	0/0	0/0	0	854/a0e842b33473	TRUE
readability/reordering-paragraphs/expected.html	ok	17	1	0/0	0/0	0	1664/f346dca39460	TRUE
readability/reordering-paragraphs/source.html	ok	19	1	0/0	0/0	0	1664/f346dca39460	TRUE
readability/replace-brs/expected.html	ok	46	1	0/0	0/0	0	820/234ff5d6eca8	TRUE
readability/replace-brs/source.html	ok	59	0	0/0	0/0	0	852/5ccd6be5e95f	TRUE
readability/replace-font-tags/expected.html	ok	34	1	0/0	0/0	0	830/5ef18b21afae	TRUE
readability/replace-font-tags/source.html	ok	42	0	0/0	0/0	0	853/6868b72a503b	TRUE
readability/royal-road/expected.html	ok	1922	1	0/0	0/0	0	26625/915dcb6c3b6f	TRUE
readability/royal-road/source.html	ok	3574	0	0/0	10/35	66	30070/09e8b07f3959	TRUE
readability/rtl-1/expected.html	ok	24	1	0/0	0/0	0	854/68ba412b57d9	TRUE
readability/rtl-1/source.html	ok	31	0	0/0	0/0	0	863/c050505db3af	TRUE
readability/rtl-2/expected.html	ok	24	1	0/0	0/0	0	854/68ba412b57d9	TRUE
readability/rtl-2/source.html	ok	31	0	0/0	0/0	0	863/c050505db3af	TRUE
readability/rtl-3/expected.html	ok	24	1	0/0	0/0	0	854/68ba412b57d9	TRUE
readability/rtl-3/source.html	ok	31	0	0/0	0/0	0	863/c050505db3af	TRUE
readability/rtl-4/expected.html	ok	24	1	0/0	0/0	0	854/68ba412b57d9	TRUE
readability/rtl-4/source.html	ok	31	0	0/0	0/0	0	863/c050505db3af	TRUE
readability/salon-1/expected.html	ok	269	1	0/0	0/0	22	12127/080f271ab675	TRUE
readability/salon-1/source.html	ok	3188	51	0/0	51/190	278	21705/a0cdef562aed	TRUE
readability/schema-org-context-object/expected.html	ok	213	1	0/0	0/0	9	7330/f1de4a4ad21f	TRUE
readability/schema-org-context-object/source.html	ok	2117	0	0/0	13/122	139	9388/e03c596285ca	TRUE
readability/seattletimes-1/expected.html	ok	206	1	0/0	0/0	3	12483/4313324342b5	TRUE
readability/seattletimes-1/source.html	ok	2515	0	0/0	36/240	260	16664/c650e6f1a8d4	TRUE
readability/simplyfound-1/expected.html	ok	48	1	0/0	0/0	1	1861/7cca38e259ad	TRUE
readability/simplyfound-1/source.html	ok	851	0	0/0	7/17	38	2821/196d3b65e361	TRUE
readability/social-buttons/expected.html	ok	27	1	0/0	0/0	0	2252/2ce79f45e0f3	TRUE
readability/social-buttons/source.html	ok	54	0	0/0	0/0	0	2306/6a5ca9d7f9f9	TRUE
readability/spiceworks/expected.html	ok	76	1	0/0	1/4	4	4703/606263d958f2	TRUE
readability/spiceworks/source.html	ok	1471	0	0/0	9/64	98	7296/65b7ad15111b	TRUE
readability/style-tags-removal/expected.html	ok	21	1	0/0	0/0	0	830/5ef18b21afae	TRUE
readability/style-tags-removal/source.html	ok	40	0	0/0	0/0	0	849/9bc7aa5694a2	TRUE
readability/svg-parsing/expected.html	ok	37	1	0/0	0/0	0	2234/2709ad940e2a	TRUE
readability/svg-parsing/source.html	ok	38	0	0/0	0/0	0	2246/533fca70e92c	TRUE
readability/table-style-attributes/expected.html	ok	334	1	1/2	9/10	19	8993/cb819fd2e294	TRUE
readability/table-style-attributes/source.html	ok	393	1	1/2	9/10	19	9005/a9f05b926641	doctype
readability/telegraph/expected.html	ok	81	1	0/0	0/0	2	2980/c367b1de2b2f	TRUE
readability/telegraph/source.html	ok	3341	0	0/0	21/121	164	7803/1ec118948eca	TRUE
readability/theverge/expected.html	ok	159	2	0/0	0/0	2	4267/4cec21b1ef36	TRUE
readability/theverge/source.html	ok	1278	0	0/0	9/35	51	6593/34f4782a8066	TRUE
readability/title-and-h1-discrepancy/expected.html	ok	18	1	0/0	0/0	0	951/6faa24c5f226	TRUE
readability/title-and-h1-discrepancy/source.html	ok	25	0	0/0	0/0	0	998/cf9d6968b892	TRUE
readability/title-en-dash/expected.html	ok	15	1	0/0	0/0	0	879/769149dd6a86	TRUE
readability/title-en-dash/source.html	ok	22	0	0/0	0/0	0	919/d6d4a588075f	TRUE
readability/tmz-1/expected.html	ok	58	2	0/0	0/0	0	838/172230500f5b	TRUE
readability/tmz-1/source.html	ok	1762	0	0/0	19/59	131	4873/2f101719f5c6	TRUE
readability/toc-missing/expected.html	ok	5198	1	0/0	13/34	54	36018/0f1aea20f833	TRUE
readability/toc-missing/source.html	ok	5683	0	0/0	24/61	83	37143/2fc97f54ec5a	TRUE
readability/topicseed-1/expected.html	ok	230	1	0/0	2/6	20	8473/089118ddbd05	TRUE
readability/topicseed-1/source.html	ok	672	0	0/0	4/11	30	9345/b94f2d7f64f1	TRUE
readability/tumblr/expected.html	ok	139	1	0/0	0/0	1	2898/4c0d430ff57a	TRUE
readability/tumblr/source.html	ok	342	0	2/2	0/0	16	3270/ed952dec5f61	TRUE
readability/v8-blog/expected.html	ok	848	1	0/0	4/11	37	14211/45efb986d6e0	TRUE
readability/v8-blog/source.html	ok	1008	0	0/0	5/16	55	14814/59bd0750c160	TRUE
readability/videos-1/expected.html	ok	1285	1	0/0	0/0	125	20062/02352d020d40	TRUE
readability/videos-1/source.html	ok	2866	0	0/0	8/56	225	23406/dbadea8d4b6a	TRUE
readability/videos-2/expected.html	ok	299	1	0/0	0/0	12	9122/e067747571e0	TRUE
readability/videos-2/source.html	ok	2915	0	0/0	7/43	117	12813/e24e15379fac	TRUE
readability/visibility-hidden/expected.html	ok	15	1	0/0	0/0	0	373/87f838688e14	TRUE
readability/visibility-hidden/source.html	ok	53	0	0/0	0/0	0	874/d64e68459ff7	TRUE
readability/wapo-1/expected.html	ok	190	1	0/0	0/0	14	7869/5400c912633a	TRUE
readability/wapo-1/source.html	ok	2566	0	0/0	12/62	124	14474/14c1e2f30450	TRUE
readability/wapo-2/expected.html	ok	119	1	0/0	0/0	4	6298/6752435bb697	TRUE
readability/wapo-2/source.html	ok	1992	0	0/0	12/62	110	11587/2f0a9b50d5d2	TRUE
readability/webmd-1/expected.html	ok	57	1	0/0	0/0	4	2250/7fe097e197e7	TRUE
readability/webmd-1/source.html	ok	2648	0	0/0	31/132	275	9980/db3445cbcf58	TRUE
readability/webmd-2/expected.html	ok	60	1	0/0	0/0	6	2427/8cd8f25d0be6	TRUE
readability/webmd-2/source.html	ok	2493	3	0/0	27/120	259	9627/bbf360d3c9db	TRUE
readability/wikia/expected.html	ok	139	1	0/0	0/0	24	3673/96cb2ad46f68	TRUE
readability/wikia/source.html	ok	3425	1	0/0	16/53	154	8391/d76dbb2b3a57	TRUE
readability/wikipedia-2/expected.html	ok	15902	2	4/262	20/456	2365	117628/5324f6b780f5	TRUE
readability/wikipedia-2/source.html	ok	24275	0	27/282	110/1249	3401	133785/1349c1069060	TRUE
readability/wikipedia-3/expected.html	ok	1358	1	1/2	15/26	103	8177/7e7369952e25	TRUE
readability/wikipedia-3/source.html	ok	6003	0	1/2	34/123	211	15180/c481f50ad528	TRUE
readability/wikipedia-4/expected.html	ok	3465	1	1/216	2/83	398	24350/daf1ff6cba55	TRUE
readability/wikipedia-4/source.html	ok	4935	1	2/228	23/146	475	26107/c2a842d270cb	TRUE
readability/wikipedia/expected.html	ok	3545	2	2/16	14/128	508	29336/f607b76191ff	TRUE
readability/wikipedia/source.html	ok	6062	0	11/64	59/429	848	34973/c56cfd45a3ac	TRUE
readability/wordpress/expected.html	ok	84	1	0/0	0/0	9	3581/5cb09065e160	TRUE
readability/wordpress/source.html	ok	2207	1	0/0	22/61	151	15074/c665b0ebde69	TRUE
readability/yahoo-1/expected.html	ok	159	1	0/0	1/5	15	4816/10cbba4199a8	TRUE
readability/yahoo-1/source.html	ok	2164	0	2/2	14/99	126	7940/91991fdda532	TRUE
readability/yahoo-2/expected.html	ok	70	1	0/0	0/0	0	3326/6f9d81e4a5c5	TRUE
readability/yahoo-2/source.html	ok	5969	0	1/2	37/181	193	18811/22bbb17e71f7	TRUE
readability/yahoo-3/expected.html	ok	117	4	0/0	0/0	5	2844/007f2ba06338	TRUE
readability/yahoo-3/source.html	ok	3827	3	1/2	45/192	227	15579/c0bb3594cecf	TRUE
readability/yahoo-4/expected.html	ok	36	1	0/0	0/0	0	1333/e7ced60b3a2e	TRUE
readability/yahoo-4/source.html	ok	1916	3	0/0	14/67	115	13372/c9aeb2a43ca9	doctype
readability/youth/expected.html	ok	110	1	0/0	0/0	0	2540/cc4795679a9a	TRUE
readability/youth/source.html	ok	2000	3	0/0	16/72	115	3912/1df5df173bfa	doctype
